"Foreign","North Yemen",0
"Foreign","Oman",1
"Foreign","Pakistan",151
"Foreign","Palestine",2
"Foreign","Qatar",19
"Foreign","Saudi Arabia",20
"Foreign","Sikkim",0
"Foreign","Singapore",190
"Foreign","Sri Lanka",12
"Foreign","South Korea",156
"Foreign","Syria",82
"Foreign","Tajikistan",0
"Foreign","Taiwan",63
"Foreign","Thailand",197
"Foreign","Trucial Oman",0
"Foreign","Turkmenistan",0
"Foreign","Uzbekistan",6
"Foreign","West Bank",0
"Foreign","West bank and Gaza",0
"Foreign","Vietnam",151
"Foreign","Yemen",4
"Foreign","East Jerusalem",0
"Foreign","Asia not stated",5
"Foreign","Australia",554
"Foreign","Cook Islands",0
"Foreign","Fiji",1
"Foreign","French territories in the Pacific",0
"Foreign","Kiribati",0
"Foreign","Marshall Islands",0
"Foreign","New Zealand",93
"Foreign","Papua New Guinea",0
"Foreign","Solomon Islands",0
"Foreign","Samoa",0
"Foreign","Tonga",0
"Foreign","Tuvalu",0
"Foreign","Vanuatu",0
"Foreign","East Timor",0
"Foreign","Pacific Islands",1
"Foreign","Not stated",10375
